"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","035","3006","88154","5","40.736389","-111.872222","WGS84","Selenium PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","93",".",".","112","122","0","Certification not required","8","0","","0.000631","0.000889",".","0","","","0.0033","2001-01-07 00:00","0.0032","2001-02-03 00:00","0.0029","2001-07-06 00:00","0.0029","2001-11-15 00:00","0","0.001","0.002","0.0025","0.0029","0.0032","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88128","5","40.736389","-111.872222","WGS84","Lead PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","93",".",".","112","122","0","Certification not required","8","0","","0.005535","0.014462",".","0","","","0.152","2001-07-24 00:00","0.0182","2001-01-22 00:00","0.0172","2001-01-04 00:00","0.0158","2001-01-10 00:00","0.0033","0.0068","0.0109","0.0144","0.0172","0.0182","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88132","5","40.736389","-111.872222","WGS84","Manganese PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","93",".",".","112","122","0","Certification not required","8","0","","0.004094","0.00305",".","0","","","0.0173","2001-02-06 00:00","0.0159","2001-01-10 00:00","0.0149","2001-04-16 00:00","0.0134","2001-12-18 00:00","0.0034","0.005","0.0071","0.0099","0.0149","0.0159","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88136","5","40.736389","-111.872222","WGS84","Nickel PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","93",".",".","112","122","0","Certification not required","8","0","","0.001546","0.002391",".","0","","","0.0171","2001-03-05 00:00","0.0107","2001-02-09 00:00","0.0096","2001-01-04 00:00","0.0069","2001-06-06 00:00","0.001","0.002","0.004","0.0061","0.0096","0.0107","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88142","5","40.736389","-111.872222","WGS84","Mercury PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","100",".",".","61","61","0","Certification not required","8","0","","0.001404","0.001866",".","0","","","0.007","2001-01-07 00:00","0.0068","2001-11-15 00:00","0.0061","2001-10-28 00:00","0.006","2001-07-18 00:00","0","0.002","0.005","0.005","0.0061","0.0068","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42602","1","40.736389","-111.872222","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","2001","Parts per billion","No Events","8536","97",".",".","357","365","0","Certified","222","0","","26.514292","15.965172",".","0","","","100","2001-01-09 13:00","99","2001-12-18 12:00","86","2001-12-18 15:00","84","2001-01-06 14:00","26","38","47","54","63","69","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42602","1","40.736389","-111.872222","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","2001","Parts per billion","No Events","8536","97","0",".","357","365","0","Certified","222","0","","45.464986","12.376901",".","10","","","100","2001-01-09 13:00","99","2001-12-18 12:00","84","2001-01-06 14:00","81","2001-01-05 11:00","45","51","59","68","79","81","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","61102","1","40.736389","-111.872222","WGS84","Wind Direction - Scalar","1 HOUR","","2001","Degrees Compass","No Events","8750","100",".",".","365","365","0","Certification not required","10","0","","188.373714","96.327103",".","0","","","360","2001-02-12 18:00","360","2001-02-20 21:00","360","2001-05-03 20:00","360","2001-08-26 18:00","170","293","323","334","346","352","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88115","5","40.736389","-111.872222","WGS84","Chlorine PM2.5 LC","24 HOUR","","2001","Micrograms/cubic meter (LC)","No Events","114","93",".",".","112","122","0","Certification not required","8","0","","0.061538","0.241683",".","0","","","1.98","2001-07-24 00:00","1.22","2001-12-27 00:00","0.695","2001-12-30 00:00","0.648","2001-12-18 00:00","0.003","0.013","0.059","0.426","0.695","1.22","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","61101","1","40.736389","-111.872222","WGS84","Wind Speed - Scalar","1 HOUR","","2001","Knots","No Events","8750","100",".",".","365","365","0","Certification not required","10","0","","3.74368","2.273819",".","0.5","","","16.1","2001-05-02 23:00","15.7","2001-04-07 12:00","15.6","2001-04-07 11:00","15.6","2001-05-03 00:00","3","4.6","6.9","8.8","10.4","11.5","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
