"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","035","3006","88101","1","40.736389","-111.872222","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 24-hour 2012","1999","Micrograms/cubic meter (LC)","No Events","315","86","12","12","315","365","0","Certification not required","50","0","","9.926349","9.03333","9.941267389859","1.1","","","60.8","1999-12-31 00:00","55.2","1999-12-30 00:00","49.7","1999-12-25 00:00","49.6","1999-12-26 00:00","6.9","10.4","18.6","27.8","46.8","49.6","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88101","1","40.736389","-111.872222","WGS84","PM2.5 - Local Conditions","24 HOUR","PM25 Annual 2012","1999","Micrograms/cubic meter (LC)","No Events","315","86",".",".","315","365","0","Certification not required","50","0","","9.926349","9.03333","9.941267389859","1.1","","","60.8","1999-12-31 00:00","55.2","1999-12-30 00:00","49.7","1999-12-25 00:00","49.6","1999-12-26 00:00","6.9","10.4","18.6","27.8","46.8","49.6","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42602","1","40.736389","-111.872222","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 1-hour 2010","1999","Parts per billion","No Events","8563","98","0",".","357","365","0","Certified","197","0","","47.714286","10.928118",".","11","","","95","1999-12-31 11:00","87","1999-12-30 09:00","85","1999-11-15 11:00","84","1999-11-16 14:00","48","54","60","67","73","84","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42602","1","40.736389","-111.872222","WGS84","Nitrogen dioxide (NO2)","1 HOUR","NO2 Annual 1971","1999","Parts per billion","No Events","8563","98",".",".","357","365","0","Certified","197","0","","27.523415","15.477588",".","1","","","95","1999-12-31 11:00","91","1999-12-31 10:00","88","1999-12-31 09:00","87","1999-12-30 09:00","27","40","48","53","58","61","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","44201","1","40.736389","-111.872222","WGS84","Ozone","1 HOUR","Ozone 1-hour 1979","1999","Parts per million","No Events","3498","94","1","1","144","153","0","Certified","174","0","","0.063313","0.015205",".","0.039","","","0.135","1999-07-06 14:00","0.108","1999-07-26 15:00","0.095","1999-06-14 15:00","0.093","1999-06-15 15:00","0.061","0.071","0.085","0.09","0.095","0.108","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","44201","1","40.736389","-111.872222","WGS84","Ozone","8-HR RUN AVG BEGIN HOUR","Ozone 8-hour 2015","1999","Parts per million","No Events","2484","94","13","13","144","153","0","Certified","0","0","","0.054069","0.011858",".","0.026","","","0.107","1999-07-06 11:00","0.085","1999-07-26 11:00","0.079","1999-06-15 11:00","0.078","1999-07-12 11:00","0.053","0.061","0.07","0.074","0.079","0.085","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42101","1","40.736389","-111.872222","WGS84","Carbon monoxide","1 HOUR","CO 1-hour 1971","1999","Parts per million","No Events","3561","41","0","0","151","365","0","Certified","63","0","","1.473266","1.310885",".","0.2","","","11.3","1999-01-07 08:00","9.7","1999-01-11 08:00","9.2","1999-12-06 08:00","8.8","1999-01-12 08:00","1","1.9","3.2","4.1","5.4","6.4","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42101","1","40.736389","-111.872222","WGS84","Carbon monoxide","8-HR RUN AVG END HOUR","CO 8-hour 1971","1999","Parts per million","No Events","3577","41","0","0","152","365","0","Certified","0","0","","1.47688","0.963059",".","0.3","","","5.8","1999-12-31 03:00","5.8","1999-12-31 04:00","5.8","1999-12-31 05:00","5.7","1999-12-31 10:00","1.2","2","2.9","3.5","4","4.3","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","61102","1","40.736389","-111.872222","WGS84","Wind Direction - Scalar","1 HOUR","","1999","Degrees Compass","No Events","8748","100",".",".","365","365","0","Certification not required","12","0","","187.089278","93.763564",".","0","","","360","1999-02-10 17:00","360","1999-02-19 18:00","360","1999-03-04 21:00","360","1999-05-08 00:00","169","290","322","333","345","351","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","85101","1","40.736389","-111.872222","WGS84","PM10 - LC","24 HOUR","","1999","Micrograms/cubic meter (LC)","No Events","329","90",".",".","329","365","0","Certification not required","25","0","","26.279635","15.06088",".","2","","","81","1999-12-30 00:00","78","1999-10-22 00:00","78","1999-12-31 00:00","74","1999-12-29 00:00","23","32","46","59","70","74","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","61101","1","40.736389","-111.872222","WGS84","Wind Speed - Scalar","1 HOUR","","1999","Knots","No Events","8748","100",".",".","365","365","0","Certification not required","12","0","","3.816907","2.367292",".","0.9","","","19.1","1999-02-09 10:00","18.2","1999-02-09 22:00","16.5","1999-02-09 09:00","16.5","1999-02-09 12:00","3.5","4.3","6.9","8.7","10.4","12.2","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42603","1","40.736389","-111.872222","WGS84","Oxides of nitrogen (NOx)","1 HOUR","","1999","Parts per billion","No Events","8562","98",".",".","357","365","0","Certification not required","198","0","","64.917075","75.717523",".","1","","","573","1999-11-16 08:00","564","1999-12-30 23:00","562","1999-12-31 08:00","561","1999-01-07 08:00","36","83","162","224","311","371","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","81102","1","40.736389","-111.872222","WGS84","PM10 Total 0-10um STP","24 HOUR","PM10 24-hour 2006","1999","Micrograms/cubic meter (25 C)","No Events","329","90","0","0","329","365","0","Certified","25","0","","29.240122","16.409771","28.9597173079758","3","","","87","1999-10-22 00:00","87","1999-12-30 00:00","83","1999-12-31 00:00","79","1999-12-29 00:00","26","36","51","63","76","79","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
