"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","035","3006","61102","2","40.736389","-111.872222","WGS84","Wind Direction - Scalar","1 HOUR","","2015","Degrees Compass","No Events","8757","100",".",".","365","365","0","Certification not required","3","0","","182.710974","89.934304",".","0","","","360","2015-05-21 15:00","360","2015-06-24 17:00","360","2015-07-17 21:00","360","2015-07-31 05:00","159","279","317","330","343","350","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88117","5","40.736389","-111.872222","WGS84","Cerium PM2.5 LC","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.001274","0.007538",".","0","","","0.068","2015-12-11 00:00","0.037","2015-12-26 00:00","0.027","2015-11-23 00:00","0.006","2015-11-26 00:00","0","0","0","0.003","0.027","0.037","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88111","5","40.736389","-111.872222","WGS84","Calcium PM2.5 LC","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.093658","0.082849",".","0.004","","","0.478","2015-09-24 00:00","0.431","2015-03-31 00:00","0.364","2015-10-12 00:00","0.332","2015-12-02 00:00","0.073","0.116","0.185","0.26","0.364","0.431","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","85101","1","40.736389","-111.872222","WGS84","PM10 - LC","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","306","84",".",".","306","365","0","Certification not required","59","0","","16.660131","10.103181",".","0","","","69","2015-08-05 00:00","55","2015-08-06 00:00","52","2015-07-27 00:00","51","2015-06-30 00:00","15","20","29","36","45","51","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42401","1","40.736389","-111.872222","WGS84","Sulfur dioxide","1 HOUR","SO2 1-hour 2010","2015","Parts per billion","No Events","8242","94","0",".","343","365","0","Certified","518","0","","1.071137","1.913834",".","0","","","23.5","2015-12-04 04:00","22.4","2015-11-12 06:00","5.1","2015-07-24 21:00","5.1","2015-12-22 10:00","0.7","1.4","2","2.8","4.6","5.1","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","42401","1","40.736389","-111.872222","WGS84","Sulfur dioxide","3-HR BLK AVG","SO2 3-hour 1971","2015","Parts per billion","No Events","2734","94",".","0","343","365","0","Certified","0","0","","0.319751","0.5616",".","0","","","13.4","2015-12-04 05:00","13","2015-11-12 08:00","12.7","2015-12-04 02:00","2.7","2015-07-24 23:00","0.2","0.5","0.8","1","1.4","1.7","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88382","5","40.736389","-111.872222","WGS84","OC PM2.5 LC TOT","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","13","93",".",".","13","14","0","Certification not required","1","0","","1.881344","0.900608",".","0.65926","","","3.69803","2015-11-23 00:00","2.69012","2015-12-02 00:00","2.66299","2015-12-29 00:00","2.34445","2015-12-26 00:00","2.1067","2.34445","2.69012","3.69803","3.69803","3.69803","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88328","5","40.736389","-111.872222","WGS84","OP PM2.5 LC TOR","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","13","93",".",".","13","14","0","Certification not required","1","0","","0.176154","0.121604",".","0","","","0.434","2015-12-02 00:00","0.365","2015-11-23 00:00","0.278","2015-12-29 00:00","0.232","2015-12-20 00:00","0.14","0.232","0.365","0.434","0.434","0.434","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","68106","1","40.736389","-111.872222","WGS84","Sample Min Baro Pressure","24 HOUR","","2015","Millimeters (mercury)","No Events","358","100",".",".","61","61","0","Certification not required","7","0","","648.944134","4.628157",".","637","","","660","2015-11-21 00:00","659","2015-01-06 00:00","659","2015-12-02 00:00","659","2015-12-31 00:00","649","652","655","656","658","659","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88168","5","40.736389","-111.872222","WGS84","Strontium PM2.5 LC","24 HOUR","","2015","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.000838","0.002185",".","0","","","0.021","2015-07-05 00:00","0.005","2015-07-26 00:00","0.005","2015-12-17 00:00","0.004","2015-03-31 00:00","0","0.001","0.002","0.004","0.005","0.005","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
