"State Code","County Code","Site Number","Parameter Code","POC","Latitude","Longitude","Datum","Parameter Name","Duration Description","Pollutant Standard","Year","Units of Measure","Exceptional Data Type","Observation Count","Observation Percent","Primary Exceedance Count","Secdary Exceedance Count","Valid Day Count","Required Day Count","Exceptional Data Count","Certification Indicator","Null Data Count","Half MDL Sub Count","Nonregulatory Arithmetic Mean","Arithmetic Mean","Arithmetic Standard Dev","Weighted Arithmetic Mean","Minimum Value","Nonreg First Maximum Value","Nonreg First Maximum DateTime","First Maximum Value","First Maximum DateTime","Second Maximum Value","Second Maximum DateTime","Third Maximum Value","Third Maximum DateTime","Fourth Maximum Value","Fourth Maximum DateTime","50th Perecentile","75th Perecentile","90th Perecentile","95th Perecentile","98th Perecentile","99th Perecentile","Method Count","Tribe Name","State Name","County Name","City Name","Local Site Name","Address","MSA or CBSA Name","Data Source"
"49","035","3006","88166","5","40.736389","-111.872222","WGS84","Silver PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.003367","0.004808",".","0","","","0.0224","2003-10-24 00:00","0.0178","2003-12-17 00:00","0.0176","2003-12-14 00:00","0.0149","2003-06-17 00:00","0.001","0.005","0.0103","0.0141","0.0176","0.0178","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88167","5","40.736389","-111.872222","WGS84","Zinc PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.007592","0.00916",".","0","","","0.061","2003-01-09 00:00","0.0434","2003-12-20 00:00","0.0316","2003-12-17 00:00","0.0291","2003-12-05 00:00","0.0044","0.0097","0.019","0.0266","0.0316","0.0434","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88180","5","40.736389","-111.872222","WGS84","Potassium PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.055573","0.039577",".","0.0089","","","0.265","2003-12-20 00:00","0.171","2003-07-02 00:00","0.169","2003-04-12 00:00","0.158","2003-07-26 00:00","0.045","0.07","0.101","0.136","0.169","0.171","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","68106","5","40.736389","-111.872222","WGS84","Sample Min Baro Pressure","24 HOUR","","2003","Millimeters (mercury)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","648.683761","4.312471",".","637","","","661","2003-01-06 00:00","660","2003-12-17 00:00","658","2003-03-22 00:00","657","2003-01-03 00:00","649","651","653","657","658","660","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","68107","5","40.736389","-111.872222","WGS84","Sample Max Baro Pressure","24 HOUR","","2003","Millimeters (mercury)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","652.957265","4.000847",".","644","","","664","2003-01-06 00:00","663","2003-01-15 00:00","663","2003-12-17 00:00","661","2003-01-18 00:00","653","655","659","661","663","663","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88301","5","40.736389","-111.872222","WGS84","Ammonium Ion PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","114","94",".",".","114","121","0","Certification not required","7","0","","0.847772","1.227284",".","0.044","","","7.06","2003-01-09 00:00","7","2003-12-20 00:00","4.35","2003-02-26 00:00","4.02","2003-11-02 00:00","0.394","0.767","2.58","3.51","4.35","7","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88152","5","40.736389","-111.872222","WGS84","Phosphorus PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.000945","0.002286",".","0","","","0.0113","2003-02-26 00:00","0.0102","2003-05-30 00:00","0.0091","2003-01-09 00:00","0.0083","2003-01-03 00:00","0","0","0.004","0.007","0.0091","0.0102","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88103","5","40.736389","-111.872222","WGS84","Arsenic PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.001611","0.002394",".","0","","","0.0169","2003-01-09 00:00","0.0088","2003-11-29 00:00","0.0087","2003-01-06 00:00","0.007","2003-12-20 00:00","0.001","0.002","0.004","0.0065","0.0087","0.0088","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88502","5","40.736389","-111.872222","WGS84","Acceptable PM2.5 AQI & Speciation Mass","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","10.082906","8.641403",".","1.9","","","56.1","2003-12-20 00:00","53.3","2003-01-09 00:00","32.1","2003-12-02 00:00","28.6","2003-11-29 00:00","7","10.3","21.9","24.9","32.1","53.3","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88169","5","40.736389","-111.872222","WGS84","Sulfur PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.351419","0.249572",".","0.0789","","","1.77","2003-01-09 00:00","1.4","2003-11-02 00:00","1.21","2003-02-14 00:00","1.1","2003-12-02 00:00","0.291","0.402","0.538","0.97","1.21","1.4","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","68103","5","40.736389","-111.872222","WGS84","Ambient Min Temperature","24 HOUR","","2003","Degrees Centigrade","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","6.640171","8.319369",".","-10.8","","","23.6","2003-07-17 00:00","23","2003-07-20 00:00","21.9","2003-08-13 00:00","21.8","2003-07-23 00:00","4.6","14","18.5","21.1","21.9","23","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","68104","5","40.736389","-111.872222","WGS84","Ambient Max Temperature","24 HOUR","","2003","Degrees Centigrade","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","20.769231","11.686497",".","0.1","","","40.8","2003-07-23 00:00","39.9","2003-07-11 00:00","38.9","2003-07-17 00:00","38.8","2003-08-13 00:00","20.3","32","36.4","38.3","38.9","39.9","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
"49","035","3006","88109","5","40.736389","-111.872222","WGS84","Bromine PM2.5 LC","24 HOUR","","2003","Micrograms/cubic meter (LC)","No Events","117","97",".",".","117","121","0","Certification not required","4","0","","0.005024","0.008518",".","0","","","0.0692","2003-12-02 00:00","0.0531","2003-01-09 00:00","0.0322","2003-12-20 00:00","0.0176","2003-01-21 00:00","0.0034","0.0053","0.0075","0.011","0.0322","0.0531","1","","Utah","Salt Lake","Salt Lake City","Hawthorne","1675 SOUTH 600 EAST, SALT LAKE CITY","Salt Lake City, UT","AQS Data Mart"
